segment_id,segment_description,road_name,lga,region,district,start_lat,start_lon,gda_x,gda_y
5,500M NTH OF AUSTRAL PARK RD,PRINCES HIGHWAY,SHOALHAVEN,South,Russell Vale M3Ed3,-34.424399763636366,150.66839661818182,4363904.502945454,9636608.327018183
10,NTHN ABUT MENANGLE BRIDGE SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.15053625517241,150.4797112,4394671.9982344825,9620580.387782758
11,INT MITCHELL HWY AND NDR,MITCHELL HIGHWAY,ORANGE,West,Central West M3Ed3,-33.3123236,149.1418476,4491052.9782,9499252.0632
15,640M STH OF AUSTRAL PARK RD EXIT,PRINCES HIGHWAY,SHOALHAVEN,South,Russell Vale M3Ed3,-34.51694252666667,150.67744704666666,4353629.3166,9637140.67592
20,1.52KM NTH OF STH ABUT MENANGE BRIDGE (PHONE 137),HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.240266211764705,150.50126610588237,4384702.773694118,9622069.012170589
21,N/B CGE SEAL NEAR OLD TOLL OFFICE,SOUTHERN FREEWAY,WOLLONGONG,South,Russell Vale M3Ed3,-34.1508788,150.9897516,4393149.7713,9667546.1598
25,NOMBI CUT,OXLEY HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.82711745625,150.13183090625,4542003.3463,9593110.44865
30,250M SOUTH OF MORETON PARK RD (NORTH) OVERPASS,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.085952635714285,150.56342862142856,4401335.182628571,9628942.37295
35,DEEP CK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-33.70645996428571,150.34837462142858,4443580.005314286,9611215.076235713
40,GEMBROOK LANE,PRINCES HIGHWAY,SHOALHAVEN,South,Russell Vale M3Ed3,-33.98494178275862,149.9837735,4414187.9645517245,9575679.44396207
41,N/B PHONE NO 46N,SOUTHERN FREEWAY,WOLLONGONG,South,Russell Vale M3Ed3,-34.15420596,150.9871871,4392790.296159999,9667295.96284
45,160M NTH OF ON RAMP PRINCES HWY,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.333621185714286,150.6392319714286,4373712.467314286,9635007.180657143
50,STH ABUT BGE OVER HW1 H/BURGH N/B,SOUTHERN FREEWAY,WOLLONGONG,South,Russell Vale M3Ed3,-34.239734387096775,150.43461919032256,4384880.990577419,9616097.852574194
55,HW2/MR84 INTERSECT-BOWNING DEV,BURLEY GRIFFIN WAY,YASS VALLEY,South,HMO South M3Ed3,-34.73123471666667,149.65259192916668,4332250.967129166,9543066.380383333
60,425M NTH OF BERRY EXIT,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.42293615535714,149.76822004464287,4365912.468964285,9554798.323783929
64,FAILFORD RD,PACIFIC HIGHWAY,MID-COAST,North,Newcastle M3Ed3,-32.073658699999996,152.43645055000002,4616998.16975,9812688.327399999
65,PUNCHS  PIT,OXLEY HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.609745825,150.3945789,4565412.8658374995,9617565.5781125
70,SHIRE BOUNDARY,NARRANDERA-MOSSGIEL,NARRANDERA,South,Riverina East M3Ed3,-34.33190578,149.04439722,4377577.02102,9488419.449
71,STHN ABUT DOUGLAS PARK BRIDGE,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.20162545,150.70211538333334,4388504.3425,9640860.706133334
72,7 MILE ROAD,PACIFIC HIGHWAY,MID-COAST,North,Newcastle M3Ed3,-32.0000934,152.4630691,4625007.6592,9815622.4106
73,7 MILE ROAD NTH BOUND,PACIFIC HIGHWAY,MID-COAST,North,Newcastle M3Ed2,-31.9954296,152.4657651,4625510.43,9815903.6624
75,"END DIV CWAY 470M WEST MR 513, ACROSS BRIDGE OV MR513, TO NR TOP MT OUSLEY E/B",WOLLONGONG-PHEASANTS NEST,WOLLONGONG,South,Russell Vale M3Ed3,-33.3086307,150.78126709411765,4486758.355829411,9651520.278094118
80,CUMBERLAND GAP,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.325490804761905,149.6296985761905,4377038.978528571,9542638.85657619
81,STHN ABUT MOOLGUN CREEK BRIDGE  SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.215155857142854,150.6844408142857,4387063.1747,9639181.128157143
85,CUMBERLAND CK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.13296341111111,149.84545732222222,4397574.682611112,9563697.063438889
90,CLIMBING LANE (RHS),BURLEY GRIFFIN WAY,YASS VALLEY,South,HMO South M3Ed3,-34.04746392105263,149.70791437894735,4407431.776263158,9551117.77125
91,350M NORTH OF PICTON RD EXIT  SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.23086874444444,150.66722366666667,4385378.4493,9637535.695422223
95,TALBINGO MOUNTAIN,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.53340324333333,149.88945850666667,4353103.580303333,9566489.459426668
100,CLIMBING LANE TO CIS,BURLEY GRIFFIN WAY,YASS VALLEY,South,HMO South M3Ed3,-34.649830597435894,149.27467827179487,4342169.513028205,9508547.395910257
101,STHN ABUT PHEASANTS NEST BDGE SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.243700360000005,150.65967425333332,4383981.46704,9636791.308833333
105,TALBINGO MOUNTAIN,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.410059833333335,149.6376879,4367837.770622222,9542650.549377777
110,TALBINGO MOUNTAIN,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.08775713428572,149.38325529714285,4404025.879768572,9520348.478797143
111,3KM SOUTH OF PHEASANTS NEST BRIDGE (PHONE 165) SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.271410225000004,150.64574045,4380956.849941666,9635402.366466666
115,TALBINGO - JOUNAMA DAM,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.022642916,148.814778652,4301658.086708,9466188.370112
120,CIS TO ABUT 1,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.884885266666664,148.79210101333334,4317019.370636667,9464350.332296668
121,UNDERPASS AT SERVICE STATION SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.28946104285714,150.63033907142858,4379006.649064286,9633916.520728571
125,MCGREGORS CK TO MORRIS CK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.156779109375,148.60729525625,4287232.379471875,9446881.018790625
130,ABUT 1 TO TPA SIGN,BURLEY GRIFFIN WAY,YASS VALLEY,South,HMO South M3Ed3,-34.85420088194444,148.8599319777778,4320281.653983333,9470422.354498612
131,1.7KM SOUTH OF PHEASANTS NEST SERVICE CENTRE (MOBILE) ON LOAD LANE,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.302596581818186,150.60998625454548,4377616.428145454,9631994.950527273
135,BLOWERING RANGER STATION,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.15837221666667,148.70834319444444,4286831.660387778,9456010.30113111
140,BOWLERS CREEK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.0701526,148.741382225,4296520.015177,9459217.417774
145,AB1 WILEYS CREEK BRIDGE,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-33.2682276,150.0422959375,4493599.411125,9581377.1797125
147,JANEYS CREEK  SEGS 145 & 150,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.47807497878788,148.2744471606061,4252310.648163636,9415636.150584847
150,"S/B U-TURN  BAY FACILITY, BERRY",PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.008856321875,150.1684616375,4410900.1385,9592305.180959376
155,MT ULAMAMBRI,OXLEY HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-35.129952523469385,148.5432287,4290349.087821429,9440964.160523469
160,THE PINES - RYANS CREEK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.057719729807694,148.7858842096154,4297743.834716346,9463523.28560673
165,OVERBRIDGE,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.861474250617285,148.84448302222222,4319214.133166666,9469716.683911111
170,SPENCERS CUT,OXLEY HIGHWAY,PORT MACQUARIE - HASTINGS,North,Mid North Coast M3Ed3,-35.013036872972975,149.0870877810811,4301779.868159459,9491499.893962163
175,1KM EAST OF ENTRANCE OF CORDEAUX COLLIERY,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.22097036060606,148.8680240878788,4279542.522933333,9470354.0766
180,20M SOUTH OF BARGO EXIT  SBC,HUME HIGHWAY,WOLLONDILLY,South,HMO North M3Ed3,-34.89687421666667,149.46409306166666,4314198.157446667,9525726.80263
185,WILLOWIE,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.908122,149.78198475,4312241.8703,9554527.282125
190,EAST OF THE WILLOWS ROAD,BURLEY GRIFFIN WAY,NARRANDERA,South,Riverina East M3Ed3,-34.520431244,149.62168221800002,4355434.873852001,9541200.193744
195,TUMUT RIVER,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.15244302,149.0568163066667,4286732.915126666,9487675.553426666
200,CATTLE ROAD,BURLEY GRIFFIN WAY,YASS VALLEY,South,HMO South M3Ed3,-34.632364458333335,149.775908475,4342351.62385,9555312.108191667
205,"MR261 ROUNDABOUT, BOMADERRY",SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.135019225,150.24315205,4396927.2206999995,9598701.271675
210,BOUNDARY YSC & HSC,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-34.02927109473684,149.6422951,4410106.860871052,9543840.44365
215,STONEY CREEK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-32.85136912666667,149.04224172666667,4542066.48496,9491760.988486668
220,BINNAWAY HILL,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-33.272761450000004,149.89668626153846,4493346.831692307,9569386.902873076
225,AIR PORT,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.7051815375,149.48149097499999,4668297.3455125,9534573.1222875
227,HARDINGE STREET,COBB HIGHWAY,DENILIQUIN,South,Riverina West M3Ed2,-35.5334064,144.9510289,4245056.109833334,9114217.012166666
230,MERRYULA CREEK,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.81502590555556,149.56323173333334,4544775.055711111,9539452.181694444
235,3.755KM EAST OF END OF CONCRETE E/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-32.756562642105266,149.97340025789472,4550507.271705263,9577207.354994737
238,BR.OV.BELAR CREEK ABUT.2,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.378101733333335,149.26437878333334,4705087.7657,9515294.546166668
240,ENTRANCE CORDEAUX DAM ROAD,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-33.964798575,149.68764994375,4416543.100075,9548571.0029375
241,400M NORTH OF SIERRA ST SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.38478984444444,150.6067456111111,4368512.112388889,9631380.566511111
245,12 MILE,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-33.17398899166667,149.90380205833333,4504332.438183334,9569845.528916666
250,WAUCHOPE CEMETERY,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.01809514814815,149.7288977296296,4632648.0642,9557121.226177778
251,N/B RAMP OFF TO UNIVERSITY,SOUTHERN FREEWAY,WOLLONGONG,South,Russell Vale M3Ed3,-34.40502684285714,150.88280344285712,4365370.747614286,9656651.64202857
255,21K,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-33.3630202,148.70929495625,4486002.09675,9459984.72325625
260,WHATMANS LANE,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-33.054578541463414,148.94315101707318,4519713.029090244,9482049.693285367
265,900M EAST OF END OF CONCRETE E/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-32.897209653333334,149.5626725333333,4535806.0520399995,9539104.751093334
270,GILMORE CREEK BRIDGE,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.078750306060606,149.3899490939394,4405001.088281819,9520872.500333333
275,END OF CONCRETE E/B,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.389266766666665,150.2664788666667,4589840.604850001,9606549.179516668
276,SANDY CREEK,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.3258651,148.16088975,4269312.909875,9405520.687975
280,START OF CONCRETE W/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-34.18666489,150.52123794,4390435.86489,9624650.255645
285,GREENBAH CREEK,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-32.41791295,148.8937925,4590473.787675,9478734.2739
286,402 - W/B DIVIDED CARRIAGEWAY FROM WEST END R/B KALKTIE STREET JINDABYNE,COOMA-CHARLOTTES PASS,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.41492515,148.6148837,4147927.38265,9444915.914450001
290,CROSSING MIDDLE ROAD,BURLEY GRIFFIN WAY,NARRANDERA,South,Riverina East M3Ed3,-33.78673417096774,149.9672768387097,4436081.527422581,9574213.886164518
295,2.59KM EAST OF START OF CONCRETE E/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-33.831902824,150.088314096,4430881.755148,9585242.77484
300,MAGPIE CORNER STH,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-34.091336482352936,149.55388989411765,4403152.6225764705,9535872.156344118
305,1.29KM EAST OF START OF CONCRETE E/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-33.282287781818184,150.1105307,4491874.264636364,9588303.244
309,EASTERN AC APPROACH TO A,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.307511,148.0662638,4271440.197,9396940.6647
310,2.6KM WEST OF ALKOOMIE PL,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-34.09433857297297,150.82639083513513,4399549.337586487,9653879.780535135
312,HICKEYS FALLS,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.429207612962962,149.07573673888888,4699797.399731481,9497248.68985
315,QUINNS LANE TO NORTH OF BROWNS ROAD,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-31.82273502222222,149.22177315555555,4655818.691933333,9509629.566733334
320,END OF CONCRETE W/B,WOLLONGONG-PHEASANTS NEST,WOLLONDILLY,South,Russell Vale M3Ed3,-33.96165592352941,150.7497648294118,4414511.474897059,9646830.92022059
325,ADELONG GAP,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.15335412,149.06636880000002,4286476.6672600005,9488439.18608
330,900M SOUTH OF DRAPERS RD SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.2265355625,150.4124289,4385908.6085125,9615035.1108125
335,OVERTAKING LANES,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.297583,148.019607,4272583.6241,9392709.7137
340,WARRA WARRA ROAD TO BTU RD,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.93045887777778,150.26614737777777,4308796.6047,9598314.968886111
345,BTU ROAD TO WARRA WARRA RD,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.999528613636365,150.12553838636362,4301373.999995454,9585278.189736364
350,BANGADANG ROAD,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.705884989655175,149.45557425172413,4334855.22547931,9526479.410768965
351,FOREST ROAD TO BTU ROAD,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed2,-34.94284675,150.6019211,4306705.8186,9628806.646200001
353,BTU TO FOREST ROAD,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.94405265,150.6021912,4306571.334875,9628826.682950001
355,ELLERSLIE ROAD,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-35.266311380000005,147.94138686000002,4276118.544439999,9385628.86208
360,CLAREMONT,SNOWY MOUNTAINS HIGHWAY,SNOWY VALLEYS,South,HMO South M3Ed3,-34.505852858333334,150.39100910416667,4355541.2387666665,9611532.090158334
365,FOREST ROAD TO PARMA RD,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-35.014062111363636,150.05104310681818,4299898.321125,9578425.729813637
370,800M SOUTH OF WELBY ON RAMP SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.00855548902439,150.47842677560976,4410399.294593902,9621365.528557317
375,START LEFT TURN BAY 300M,SNOWY MOUNTAINS HIGHWAY,COOTAMUNDRA-GUNDAGAI REGIONAL,South,HMO South M3Ed3,-35.171873399999996,148.44239018,4285567.5063000005,9431438.99842
380,YAVEN YAVEN CREEK,SNOWY MOUNTAINS HIGHWAY,COOTAMUNDRA-GUNDAGAI REGIONAL,South,HMO South M3Ed3,-34.41363426666666,150.1568184952381,4365910.620047619,9590993.472469047
385,OBERNE ELLERSLIE TRAIL,SNOWY MOUNTAINS HIGHWAY,COOTAMUNDRA-GUNDAGAI REGIONAL,South,HMO South M3Ed3,-34.10419032,150.523864658,4399699.9409920005,9625026.019442
390,START 3 LANES BERRIMA BYPASS S/B,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-33.28134286190476,150.5134028047619,4490783.047805714,9627463.709093334
395,,SNOWY MOUNTAINS HIGHWAY,COOTAMUNDRA-GUNDAGAI REGIONAL,South,HMO South M3Ed3,-35.1857062,147.87956361,4285106.77651,9380080.87009
400,"END 3 LANES BERRIMA BYPASS, BENDOOLEY HILL SBC",HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.658660732499996,150.001577395,4339466.8972675,9575088.3558075
405,LOADING RAMP TO SH2,SNOWY MOUNTAINS HIGHWAY,COOTAMUNDRA-GUNDAGAI REGIONAL,South,HMO South M3Ed3,-33.86035903333333,148.35171033333333,4431287.016333333,9426326.819366666
410,100M SOUTH OF CORDEAUX CREEK BRIDGE,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.21780473571429,150.2585146857143,4387985.958957143,9599393.878994644
415,12 K CORNER,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.433534499999997,146.68452463333335,4694795.765,9271452.670866666
420,450M SOUTH OF OLD MANDEMAR RD,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-33.97039563191489,150.33929878085107,4415075.432865958,9607906.026321277
421,"1.52KM STH OF CRANBROOK RD, END OF O/T LANE S/B",PRINCES HIGHWAY,EUROBODALLA,South,Bega M3Ed3,-35.734185499999995,150.16724795,4220259.927999999,9586479.18105
425,RUSSELS CORNER,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.157589733333335,149.3689082666667,4729301.620233334,9525785.587866666
430,"END N/B O/T LANE 900M SOUTH OF HAWKEN RD, TOMERONG",PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-34.47752147843138,150.3020930098039,4358342.919292157,9602619.50557647
435,21/22 K,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.4997791125,145.30076292500002,4685103.516375,9140440.122275
440,50M SOUTH OF BLACK SPRINGS CREEK SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.482105391379314,150.1445851051724,4358466.81245862,9588055.170512069
445,50M SOUTH OF TOMERONG CK,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-33.46159212857143,148.89922562857143,4470430.612157143,9473257.154728573
450,SOUTHERN ABUT BRIDGE OVER MEDWAY RD SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.19376281590909,150.34906176136363,4390325.672093182,9608239.86038409
455,SAND BANK,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.04882778,149.39684638,4741293.30718,9528724.52794
460,31KM TRUCK STOP,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-34.09721470769231,150.41214865384615,4400810.031653846,9614416.41743077
465,BOX FLAT,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.02241045,149.40264485,4744208.119750001,9529345.10115
470,"70M NTH OF 80KM SIGN, START OF N/B CLIMBING LANE",PRINCES HIGHWAY,EUROBODALLA,South,Bega M3Ed3,-34.061025083333334,150.26018630000002,4405284.9330625,9600579.1273
473,"200M NTH OF KELLS RD, TOMERONG S/B",PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-35.0663959,150.5728868,4293104.8596250005,9625688.774175
475,SANDSTONE CAVES,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-31.004913950000002,149.40925215,4746132.54535,9530020.41835
478,"330M NTH OF ISLAND POINT RD, TOMERONG S/B",PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-35.0718502,150.5701423,4292508.928,9625418.0278
480,600M SOUTH OF GOLDEN VALE RD,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.30977198666667,150.54360400666667,4376872.11684,9626276.27792
483,"320M NTH OF ISLAND POINT RD, TOMERONG N/B",PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed3,-35.064902849999996,150.57308725,4293269.704725,9625712.70085
485,BILLY CREEK,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-30.96314196666667,149.41953750000002,4750739.058066666,9531109.460666666
488,280M NTH OF ISLAND POINT,PRINCES HIGHWAY,SHOALHAVEN,South,Bomaderry M3Ed2,-35.072846,150.5681843,4292404.6636,9625235.855
490,BELANGLO STATE FOREST RD SBC,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.27264612325581,150.33933904418606,4381592.95227907,9607120.31666279
495,C/BRAN 45K N/BRI 75K,NEWELL HIGHWAY,WARRUMBUNGLE,West,North West M3Ed3,-30.919660444444446,149.43290312222223,4755528.159711111,9532498.147955555
500,100M NORTH OF CHERRY TREE HILL ENTRANCE SB,HUME HIGHWAY,WINGECARRIBEE,South,HMO North M3Ed3,-34.2909079,150.23537613333332,4379577.590697436,9598485.963194871
501,NEAR POLO FLAT ROAD 3.6K,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-35.77003275,149.58183845,4217461.797775,9534029.04265
502,CONC NOSE ONLOAD FIVE ISLAND ROAD,SOUTHERN FREEWAY,WOLLONGONG,South,Russell Vale M3Ed3,-34.85327386666667,150.46580608888888,4316801.762944444,9617242.742444444
503,WATER DAM 5.6KM NORTH OF,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.19040836666667,149.16017871111112,4171963.0882666665,9494358.540933333
504,6.7KM NORTH OF COOMA,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.17822836842105,149.1561641,4173322.2746,9494025.283605263
505,ANDYS CREEK,NEWELL HIGHWAY,NARRABRI,West,North West M3Ed3,-34.33846213076923,149.25585354615384,4377006.7524500005,9507772.566938462
506,BUNYAN HILL OVERTAKING LANE 1.3KM NORTH OF COOMA CREEK,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.15993691538461,149.15241843846155,4175359.161669231,9493730.107684616
507,NORTH END BUNYAN HILL O,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.14493555882353,149.14914835588235,4177030.000229412,9493470.069985295
508,SOARING CLUB BUNYAN AIRF,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.12604084545455,149.1428463,4179138.4684090912,9492945.84960909
509,1.7KM NORTH OF SOARING,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.110731795238095,149.14297964761903,4180837.091061905,9492992.721366666
510,CHAKOLA RD 3.3KM NORTH O,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-34.643405658620686,150.16838222586205,4340832.664215517,9590890.966918966
511,1.6KM NORTH OF CHAKOLA R,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.08610406428571,149.1482922642857,4183560.181414286,9493527.305292858
512,NUMERALLA RIVER AB1,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.083472240000006,149.15281868,4183843.83354,9493941.02386
513,NUMERALLA OVERFLOW BRIDGE AB2,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.07798167142857,149.1589496,4184441.7059952384,9494505.856428573
514,NUMERALLA RIVER REST ARE,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.069830024324325,149.15904904594595,4185346.0775459455,9494533.506472973
515,START OVERTAKING LANE DR,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-34.40120927777778,148.4021458,4368977.974111111,9426584.562444445
516,DRISCOLS HILL 2.89KM NOR,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.0507272,149.15757227692308,4187468.5619461536,9494444.254646154
517,END OF O/T LANE 4.05KM N,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.04028538461539,149.1558756923077,4188630.3724769233,9494315.2925
518,5.2KM NORTH OF NUMERALLA,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.02960612142857,149.1529984357143,4189820.709407143,9494080.417221429
519,BILLILINGRA ROAD RIVERSDALE,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-36.01807842857143,149.1487196464286,4191107.769453571,9493721.076185714
520,BILLILINGRA CREEK 1.3KM NORTH OF BILLILINGRA ROAD,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-34.490798230508474,149.98290020169492,4357587.57990678,9574410.430994915
521,HARRYS WILLOW CREEK,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-35.99921311666667,149.14176463333334,4193213.9227166665,9493137.051966665
522,END OF O/T LANES 3.6KM N,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-35.295163026666664,149.95138984,4269141.252933334,9569010.100106666
523,4.6KM NORTH OF BILLILING,MONARO HIGHWAY,SNOWY MONARO REGIONAL,South,Cooma M3Ed3,-35.97944936,149.13769751333334,4195414.359773333,9492815.2351
